title	Type	Label	Cost Normal	Cost Hyper	Cost Another	SP DJ Points	DP DJ Points	SPB Unlocked	SPB Rating	SPB Lamp	SPB Letter	SPB EX Score	SPB Miss Count	SPB Note Count	SPB DJ Points	SPN Unlocked	SPN Rating	SPN Lamp	SPN Letter	SPN EX Score	SPN Miss Count	SPN Note Count	SPN DJ Points	SPH Unlocked	SPH Rating	SPH Lamp	SPH Letter	SPH EX Score	SPH Miss Count	SPH Note Count	SPH DJ Points	SPA Unlocked	SPA Rating	SPA Lamp	SPA Letter	SPA EX Score	SPA Miss Count	SPA Note Count	SPA DJ Points	SPL Unlocked	SPL Rating	SPL Lamp	SPL Letter	SPL EX Score	SPL Miss Count	SPL Note Count	SPL DJ Points	DPN Unlocked	DPN Rating	DPN Lamp	DPN Letter	DPN EX Score	DPN Miss Count	DPN Note Count	DPN DJ Points	DPH Unlocked	DPH Rating	DPH Lamp	DPH Letter	DPH EX Score	DPH Miss Count	DPH Note Count	DPH DJ Points	DPA Unlocked	DPA Rating	DPA Lamp	DPA Letter	DPA EX Score	DPA Miss Count	DPA Note Count	DPA DJ Points	DPL Unlocked	DPL Rating	DPL Lamp	DPL Letter	DPL EX Score	DPL Miss Count	DPL Note Count	DPL DJ Points
In the Blackest Den	Sub	LC2	0	0	0	0	0									FALSE	5	NP	NP	0	-	449		FALSE	8	NP	NP	0	-	831		FALSE	11	NP	NP	0	-	1372										FALSE	5	NP	NP	0	-	452		FALSE	8	NP	NP	0	-	873		FALSE	11	NP	NP	0	-	1457										
恋する☆宇宙戦争っ！！	Base	Base	0	0	0	50.565	0	TRUE	2	NP	NP	0	-	257		TRUE	5	NP	NP	0	-	455		TRUE	8	NP	NP	0	-	883		TRUE	12	FC	AAA	3371	2	1835	5.05650000E+001									TRUE	4	NP	NP	0	-	455		TRUE	8	NP	NP	0	-	840		TRUE	12	NP	NP	0	-	1858										
ANAGRAMS I to Y	Sub	LC1	0	0	0	0	0									FALSE	4	NP	NP	0	-	456		FALSE	7	NP	NP	0	-	849		FALSE	9	NP	NP	0	-	1245										FALSE	4	NP	NP	0	-	437		FALSE	8	NP	NP	0	-	863		FALSE	9	NP	NP	0	-	1233										
YAKSHA	Sub	LC2	0	0	0	0	0									FALSE	6	NP	NP	0	-	634		FALSE	10	NP	NP	0	-	1215		FALSE	12	NP	NP	0	-	2000										FALSE	6	NP	NP	0	-	647		FALSE	11	NP	NP	0	-	1391		FALSE	12	NP	NP	0	-	2033										
DIAVOLO	Sub	LC2	0	0	0	0	0									FALSE	6	NP	NP	0	-	657		FALSE	9	NP	NP	0	-	974		FALSE	12	NP	NP	0	-	1745										FALSE	7	NP	NP	0	-	657		FALSE	10	NP	NP	0	-	1209		FALSE	12	NP	NP	0	-	1832										
Scharfrichter	Sub	LC1	0	0	0	0	0									FALSE	5	NP	NP	0	-	449		FALSE	9	NP	NP	0	-	822		FALSE	11	NP	NP	0	-	1472										FALSE	6	NP	NP	0	-	522		FALSE	9	NP	NP	0	-	974		FALSE	11	NP	NP	0	-	1552										
Lucky Days	Sub	LC2	0	0	0	0	0									FALSE	4	NP	NP	0	-	333		FALSE	8	NP	NP	0	-	777		FALSE	10	NP	NP	0	-	1111										FALSE	4	NP	NP	0	-	333		FALSE	8	NP	NP	0	-	777		FALSE	10	NP	NP	0	-	1111										
CALL	Base	Base	0	0	0	38.58	0									TRUE	2	NP	NP	0	-	185		TRUE	5	NP	NP	0	-	441		TRUE	8	FC	AAA	1445	0	735		TRUE	11	FC	AAA	2572	0	1371	3.85800000E+001	TRUE	2	NP	NP	0	-	271		TRUE	8	NP	NP	0	-	721		TRUE	8	NP	NP	0	-	864		TRUE	11	NP	NP	0	-	1426		
KYAMISAMA ONEGAI!	Sub	LC1	0	0	0	0	0									FALSE	3	NP	NP	0	-	344		FALSE	6	NP	NP	0	-	580		FALSE	9	NP	NP	0	-	1076		FALSE	11	NP	NP	0	-	1583		FALSE	4	NP	NP	0	-	394		FALSE	6	NP	NP	0	-	628		FALSE	9	NP	NP	0	-	1098		FALSE	12	NP	NP	0	-	1845		
Several Words	Sub	LC1	0	0	0	0	0									FALSE	4	NP	NP	0	-	321		FALSE	8	NP	NP	0	-	729		FALSE	10	NP	NP	0	-	1098										FALSE	4	NP	NP	0	-	336		FALSE	8	NP	NP	0	-	724		FALSE	10	NP	NP	0	-	1108										
SA.YO.NA.RA. SUPER STAR	Bits	Bits	4500	8500	10500	0	0									FALSE	4	NP	NP	0	-	248		FALSE	8	NP	NP	0	-	656		FALSE	10	NP	NP	0	-	868										FALSE	5	NP	NP	0	-	402		FALSE	9	NP	NP	0	-	754		FALSE	11	NP	NP	0	-	1192										
蛇神	Bits	Bits	4000	8000	11000	41.145	0	TRUE	2	NP	NP	0	-	212		FALSE	4	NP	NP	0	-	368		FALSE	8	NP	NP	0	-	773		TRUE	11	FC	AAA	2743	0	1438	4.11450000E+001									FALSE	4	NP	NP	0	-	419		FALSE	8	NP	NP	0	-	922		TRUE	11	NP	NP	0	-	1473										
Todestrieb	Sub	LC1	0	0	0	0	0									FALSE	5	NP	NP	0	-	565		FALSE	9	NP	NP	0	-	979		FALSE	12	NP	NP	0	-	1733										FALSE	5	NP	NP	0	-	541		FALSE	9	NP	NP	0	-	1079		FALSE	12	NP	NP	0	-	1960										
GIGANT	Sub	LC1	0	0	0	0	0									FALSE	3	NP	NP	0	-	297		FALSE	6	NP	NP	0	-	601		FALSE	9	NP	NP	0	-	890										FALSE	3	NP	NP	0	-	316		FALSE	7	NP	NP	0	-	678		FALSE	10	NP	NP	0	-	1068										
prompt	Sub	LC2	0	0	0	0	0									FALSE	5	NP	NP	0	-	482		FALSE	8	NP	NP	0	-	802		FALSE	11	NP	NP	0	-	1420										FALSE	5	NP	NP	0	-	530		FALSE	8	NP	NP	0	-	1024		FALSE	11	NP	NP	0	-	1502										
衰色小町メランコリア	Sub	LC1	0	0	0	0	0									FALSE	4	NP	NP	0	-	401		FALSE	7	NP	NP	0	-	711		FALSE	10	NP	NP	0	-	1192										FALSE	4	NP	NP	0	-	395		FALSE	7	NP	NP	0	-	744		FALSE	10	NP	NP	0	-	1163										
Quick Silver	Sub	LC2	0	0	0	0	0									FALSE	5	NP	NP	0	-	404		FALSE	9	NP	NP	0	-	941		FALSE	11	NP	NP	0	-	1353										FALSE	5	NP	NP	0	-	447		FALSE	9	NP	NP	0	-	878		FALSE	11	NP	NP	0	-	1438										
Into The Sunlight	Sub	LC1	0	0	0	0	0									FALSE	5	NP	NP	0	-	520		FALSE	8	NP	NP	0	-	877		FALSE	10	NP	NP	0	-	1192										FALSE	5	NP	NP	0	-	537		FALSE	8	NP	NP	0	-	881		FALSE	10	NP	NP	0	-	1477										
君のハートにロックオン	Sub	LC2	0	0	0	0	0									FALSE	4	NP	NP	0	-	359		FALSE	9	NP	NP	0	-	904		FALSE	11	NP	NP	0	-	1363										FALSE	4	NP	NP	0	-	367		FALSE	8	NP	NP	0	-	902		FALSE	12	NP	NP	0	-	1837										
Almace	Sub	LC2	0	0	0	0	0									FALSE	4	NP	NP	0	-	432		FALSE	8	NP	NP	0	-	660		FALSE	10	NP	NP	0	-	1012										FALSE	4	NP	NP	0	-	431		FALSE	8	NP	NP	0	-	746		FALSE	11	NP	NP	0	-	1153										
Drive Me Crazy	Sub	LC2	0	0	0	0	0									FALSE	4	NP	NP	0	-	361		FALSE	7	NP	NP	0	-	704		FALSE	10	NP	NP	0	-	1157										FALSE	4	NP	NP	0	-	360		FALSE	7	NP	NP	0	-	687		FALSE	10	NP	NP	0	-	1254										
The Sampling Paradise	Sub	LC1	0	0	0	0	0									FALSE	5	NP	NP	0	-	438		FALSE	9	NP	NP	0	-	940		FALSE	12	NP	NP	0	-	1545										FALSE	5	NP	NP	0	-	451		FALSE	10	NP	NP	0	-	1191		FALSE	12	NP	NP	0	-	1646										
Release The Music	Sub	LC2	0	0	0	0	0									FALSE	4	NP	NP	0	-	430		FALSE	7	NP	NP	0	-	740		FALSE	10	NP	NP	0	-	1081										FALSE	4	NP	NP	0	-	420		FALSE	7	NP	NP	0	-	771		FALSE	10	NP	NP	0	-	1035										
Thunderbolt	Base	Base	0	0	0	53.67	0									TRUE	5	NP	NP	0	-	527		TRUE	9	NP	NP	0	-	975		TRUE	12	FC	AAA	3578	0	1911	5.36700000E+001									TRUE	5	NP	NP	0	-	534		TRUE	9	NP	NP	0	-	1034		TRUE	11	NP	NP	0	-	1677										
Follow Tomorrow	Sub	LC1	0	0	0	0	0									FALSE	4	NP	NP	0	-	457		FALSE	8	NP	NP	0	-	754		FALSE	10	NP	NP	0	-	1142										FALSE	4	NP	NP	0	-	490		FALSE	8	NP	NP	0	-	819		FALSE	10	NP	NP	0	-	1193										
NNRT	Sub	LC1	0	0	0	0	0									FALSE	6	NP	NP	0	-	632		FALSE	10	NP	NP	0	-	1290		FALSE	12	NP	NP	0	-	1780										FALSE	6	NP	NP	0	-	654		FALSE	10	NP	NP	0	-	1389		FALSE	12	NP	NP	0	-	1957										
SHADE	Sub	LC1	0	0	0	0	0									FALSE	5	NP	NP	0	-	551		FALSE	9	NP	NP	0	-	1048		FALSE	11	NP	NP	0	-	1464										FALSE	5	NP	NP	0	-	609		FALSE	10	NP	NP	0	-	1100		FALSE	11	NP	NP	0	-	1372										
24th Century BOY	Base	Base	0	0	0	41.4	0									TRUE	5	NP	NP	0	-	430		TRUE	9	NP	NP	0	-	996		TRUE	11	FC	AAA	2760	0	1456	4.14000000E+001									TRUE	5	NP	NP	0	-	507		TRUE	9	NP	NP	0	-	1049		TRUE	11	NP	NP	0	-	1398										
The Limbo	Sub	LC1	0	0	0	0	0									FALSE	6	NP	NP	0	-	603		FALSE	10	NP	NP	0	-	1042		FALSE	12	NP	NP	0	-	1701		FALSE	12	NP	NP	0	-	2190		FALSE	6	NP	NP	0	-	626		FALSE	10	NP	NP	0	-	1192		FALSE	12	NP	NP	0	-	1618		FALSE	12	NP	NP	0	-	2146		
Miami Sunset Drive	Sub	LC1	0	0	0	0	0									FALSE	4	NP	NP	0	-	324		FALSE	6	NP	NP	0	-	548		FALSE	9	NP	NP	0	-	842										FALSE	4	NP	NP	0	-	331		FALSE	7	NP	NP	0	-	669		FALSE	10	NP	NP	0	-	995										
A MINSTREL ～ ver. short-scape ～	Base	Base	0	0	0	56.625	0									TRUE	3	NP	NP	0	-	341		TRUE	6	NP	NP	0	-	732		TRUE	9	FC	AAA	2339	0	1187		TRUE	12	FC	AAA	3775	1	1954	5.66250000E+001	TRUE	3	NP	NP	0	-	346		TRUE	8	NP	NP	0	-	771		TRUE	9	NP	NP	0	-	1231		TRUE	12	NP	NP	0	-	1965		
LAX5 feat.Ryota Yoshinari	Sub	LC2	0	0	0	0	0									FALSE	6	NP	NP	0	-	540		FALSE	9	NP	NP	0	-	1082		FALSE	10	NP	NP	0	-	1427										FALSE	6	NP	NP	0	-	612		FALSE	9	NP	NP	0	-	1181		FALSE	10	NP	NP	0	-	1544										
BLACK.by X-Cross Fade	Sub	LC2	0	0	0	0	0									FALSE	6	NP	NP	0	-	518		FALSE	10	NP	NP	0	-	1111		FALSE	12	NP	NP	0	-	1738										FALSE	6	NP	NP	0	-	547		FALSE	10	NP	NP	0	-	1201		FALSE	12	NP	NP	0	-	1761										
Yellow Sunrise	Sub	LC1	0	0	0	0	0									FALSE	4	NP	NP	0	-	383		FALSE	7	NP	NP	0	-	726		FALSE	10	NP	NP	0	-	1145										FALSE	4	NP	NP	0	-	437		FALSE	8	NP	NP	0	-	878		FALSE	11	NP	NP	0	-	1493										
陽炎	Sub	LC2	0	0	0	0	0									FALSE	3	NP	NP	0	-	317		FALSE	6	NP	NP	0	-	606		FALSE	9	NP	NP	0	-	1010										FALSE	3	NP	NP	0	-	315		FALSE	6	NP	NP	0	-	602		FALSE	10	NP	NP	0	-	1079										
Mermaid girl-秋葉工房 MIX-	Bits	Bits	4000	6500	9000	30.33	0									FALSE	4	NP	NP	0	-	415		FALSE	6	NP	NP	0	-	678		TRUE	9	FC	AAA	2022	0	1030	3.03300000E+001									FALSE	4	NP	NP	0	-	427		FALSE	7	NP	NP	0	-	704		TRUE	9	NP	NP	0	-	1029										
Express Emotion	Sub	LC2	0	0	0	0	0									FALSE	4	NP	NP	0	-	385		FALSE	6	NP	NP	0	-	521		FALSE	10	NP	NP	0	-	1271										FALSE	4	NP	NP	0	-	395		FALSE	6	NP	NP	0	-	654		FALSE	9	NP	NP	0	-	1248										
突撃!ガラスのニーソ姫!	Base	Base	0	0	0	29.928	0									TRUE	4	NP	NP	0	-	329		TRUE	7	NP	NP	0	-	592		TRUE	10	EX	AAA	2064	2	1066	2.99280000E+001									TRUE	4	NP	NP	0	-	363		TRUE	8	NP	NP	0	-	696		TRUE	10	NP	NP	0	-	1144										
Liquid Crystal Girl feat. echo	Bits	Bits	2000	6000	9000	0	0									FALSE	2	NP	NP	0	-	209		FALSE	6	NP	NP	0	-	562		FALSE	9	NP	NP	0	-	1014										FALSE	2	NP	NP	0	-	229		FALSE	6	NP	NP	0	-	617		FALSE	9	NP	NP	0	-	1202										
Round and Round	Sub	LC2	0	0	0	0	0									FALSE	4	NP	NP	0	-	403		FALSE	6	NP	NP	0	-	622		FALSE	9	NP	NP	0	-	1088										FALSE	3	NP	NP	0	-	435		FALSE	6	NP	NP	0	-	700		FALSE	10	NP	NP	0	-	1230										
Star Trail	Sub	LC1	0	0	0	0	0									FALSE	4	NP	NP	0	-	325		FALSE	7	NP	NP	0	-	612		FALSE	10	NP	NP	0	-	942										FALSE	4	NP	NP	0	-	376		FALSE	7	NP	NP	0	-	726		FALSE	10	NP	NP	0	-	1177										
Change the World	Sub	LC1	0	0	0	0	0									FALSE	5	NP	NP	0	-	412		FALSE	7	NP	NP	0	-	714		FALSE	9	NP	NP	0	-	931										FALSE	6	NP	NP	0	-	549		FALSE	9	NP	NP	0	-	913		FALSE	11	NP	NP	0	-	1271										
ユミル	Sub	LC1	0	0	0	0	0									FALSE	3	NP	NP	0	-	333		FALSE	7	NP	NP	0	-	691		FALSE	11	NP	NP	0	-	1434		FALSE	12	NP	NP	0	-	2020		FALSE	5	NP	NP	0	-	505		FALSE	8	NP	NP	0	-	854		FALSE	11	NP	NP	0	-	1404		FALSE	12	NP	NP	0	-	1941		
Phoenix	Sub	LC2	0	0	0	0	0									FALSE	5	NP	NP	0	-	454		FALSE	7	NP	NP	0	-	617		FALSE	10	NP	NP	0	-	1258		FALSE	12	NP	NP	0	-	2027		FALSE	5	NP	NP	0	-	527		FALSE	8	NP	NP	0	-	793		FALSE	11	NP	NP	0	-	1329		FALSE	12	NP	NP	0	-	2010		
RESISTANCE	Sub	LC2	0	0	0	0	0									FALSE	3	NP	NP	0	-	320		FALSE	7	NP	NP	0	-	679		FALSE	10	NP	NP	0	-	1198										FALSE	3	NP	NP	0	-	353		FALSE	7	NP	NP	0	-	707		FALSE	10	NP	NP	0	-	1345										
LETHEBOLG ～双神威に斬り咲けり～	Sub	LC2	0	0	0	0	0									FALSE	5	NP	NP	0	-	518		FALSE	8	NP	NP	0	-	826		FALSE	10	NP	NP	0	-	1111										FALSE	5	NP	NP	0	-	512		FALSE	8	NP	NP	0	-	866		FALSE	10	NP	NP	0	-	1115										
I'm so Happy	Sub	LC2	0	0	0	0	0									FALSE	3	NP	NP	0	-	211		FALSE	8	NP	NP	0	-	709		FALSE	11	NP	NP	0	-	1187										FALSE	5	NP	NP	0	-	381		FALSE	9	NP	NP	0	-	768		FALSE	11	NP	NP	0	-	1205										
Snow Goose	Sub	RT3	0	0	0	0	0									FALSE	3	NP	NP	0	-	188		FALSE	8	NP	NP	0	-	691		FALSE	11	NP	NP	0	-	1238										FALSE	4	NP	NP	0	-	239		FALSE	9	NP	NP	0	-	1017		FALSE	11	NP	NP	0	-	1394										
Far east nightbird	Sub	LC1	0	0	0	0	0									FALSE	3	NP	NP	0	-	264		FALSE	7	NP	NP	0	-	682		FALSE	9	NP	NP	0	-	1025										FALSE	4	NP	NP	0	-	373		FALSE	8	NP	NP	0	-	738		FALSE	10	NP	NP	0	-	1126										
PentaCube Gt.(RX-Ver.S.P.L.)	Sub	LC2	0	0	0	0	0									FALSE	4	NP	NP	0	-	266		FALSE	8	NP	NP	0	-	775		FALSE	9	NP	NP	0	-	1069										FALSE	6	NP	NP	0	-	494		FALSE	8	NP	NP	0	-	775		FALSE	10	NP	NP	0	-	1098										
Infinite cave	Bits	Bits	7000	9500	11000	0	0									FALSE	6	NP	NP	0	-	529		FALSE	9	NP	NP	0	-	786		FALSE	10	NP	NP	0	-	1044										FALSE	8	NP	NP	0	-	724		FALSE	10	NP	NP	0	-	1137		FALSE	12	NP	NP	0	-	1525										
QUANTUM TELEPORTATION	Sub	LC1	0	0	0	0	0									FALSE	7	NP	NP	0	-	729		FALSE	10	NP	NP	0	-	1216		FALSE	11	NP	NP	0	-	1490		FALSE	12	NP	NP	0	-	1845		FALSE	7	NP	NP	0	-	729		FALSE	10	NP	NP	0	-	1216		FALSE	12	NP	NP	0	-	1999		FALSE	12	NP	NP	0	-	1825		
ƒƒƒƒƒ	Sub	LC2	0	0	0	0	0									FALSE	4	NP	NP	0	-	431		FALSE	10	NP	NP	0	-	1109		FALSE	12	NP	NP	0	-	1624										FALSE	5	NP	NP	0	-	611		FALSE	10	NP	NP	0	-	1297		FALSE	12	NP	NP	0	-	1703										
子供の落書き帳	Sub	LC1	0	0	0	0	0									FALSE	6	NP	NP	0	-	471		FALSE	10	NP	NP	0	-	1018		FALSE	12	NP	NP	0	-	1395										FALSE	7	NP	NP	0	-	561		FALSE	10	NP	NP	0	-	941		FALSE	12	NP	NP	0	-	1254										
yellow head joe	Sub	LC2	0	0	0	0	0									FALSE	4	NP	NP	0	-	401		FALSE	8	NP	NP	0	-	778		FALSE	10	NP	NP	0	-	1152										FALSE	4	NP	NP	0	-	424		FALSE	9	NP	NP	0	-	893		FALSE	12	NP	NP	0	-	1438										
WONDER WALKER	Sub	LC2	0	0	0	0	0									FALSE	5	NP	NP	0	-	496		FALSE	9	NP	NP	0	-	990		FALSE	12	NP	NP	0	-	1921										FALSE	5	NP	NP	0	-	498		FALSE	9	NP	NP	0	-	1020		FALSE	12	NP	NP	0	-	1916										
532nm	Bits	Bits	3500	7000	11000	38.355	0									FALSE	3	NP	NP	0	-	288		FALSE	7	NP	NP	0	-	640		TRUE	11	FC	AAA	2557	0	1349	3.83550000E+001									FALSE	4	NP	NP	0	-	352		FALSE	7	NP	NP	0	-	686		TRUE	11	NP	NP	0	-	1310										
ビューティフルレシート	Sub	LC2	0	0	0	0	0									FALSE	3	NP	NP	0	-	259		FALSE	8	NP	NP	0	-	621		FALSE	10	NP	NP	0	-	978										FALSE	4	NP	NP	0	-	311		FALSE	9	NP	NP	0	-	814		FALSE	11	NP	NP	0	-	1151										
quaver♪	Sub	LC2	0	0	0	0	0									FALSE	4	NP	NP	0	-	357		FALSE	9	NP	NP	0	-	1075		FALSE	12	NP	NP	0	-	1745										FALSE	4	NP	NP	0	-	340		FALSE	9	NP	NP	0	-	1021		FALSE	12	NP	NP	0	-	1874										
Castle on the Moon	Sub	LC1	0	0	0	0	0									FALSE	4	NP	NP	0	-	328		FALSE	9	NP	NP	0	-	837		FALSE	11	NP	NP	0	-	1231										FALSE	4	NP	NP	0	-	329		FALSE	9	NP	NP	0	-	818		FALSE	11	NP	NP	0	-	1305										
Flip Flap	Sub	LC1	0	0	0	0	0									FALSE	3	NP	NP	0	-	294		FALSE	7	NP	NP	0	-	706		FALSE	10	NP	NP	0	-	1137										FALSE	3	NP	NP	0	-	293		FALSE	7	NP	NP	0	-	662		FALSE	10	NP	NP	0	-	1004										
TITANS RETURN	Bits	Bits	4000	8000	11000	33.152	0	TRUE	2	NP	NP	0	-	164		FALSE	4	NP	NP	0	-	318		FALSE	8	NP	NP	0	-	802		FALSE	11	NP	NP	0	-	1275		TRUE	12	EX	AA	2368	13	1377	3.31520000E+001	FALSE	4	NP	NP	0	-	319		FALSE	8	NP	NP	0	-	798		FALSE	11	NP	NP	0	-	1265		TRUE	12	NP	NP	0	-	1384		
HAERETICUS	Sub	LC2	0	0	0	0	0									FALSE	5	NP	NP	0	-	440		FALSE	10	NP	NP	0	-	1000		FALSE	12	NP	NP	0	-	1589										FALSE	5	NP	NP	0	-	458		FALSE	10	NP	NP	0	-	1004		FALSE	12	NP	NP	0	-	1535										
planarian	Sub	TRI1	0	0	0	0	0									FALSE	4	NP	NP	0	-	360		FALSE	8	NP	NP	0	-	854		FALSE	10	NP	NP	0	-	1279										FALSE	4	NP	NP	0	-	398		FALSE	8	NP	NP	0	-	862		FALSE	11	NP	NP	0	-	1439										
Fractal	Sub	TRI1	0	0	0	0	0									FALSE	6	NP	NP	0	-	648		FALSE	9	NP	NP	0	-	1033		FALSE	11	NP	NP	0	-	1512										FALSE	8	NP	NP	0	-	883		FALSE	10	NP	NP	0	-	1293		FALSE	12	NP	NP	0	-	1713										
Liberation	Sub	TRI1	0	0	0	0	0									FALSE	6	NP	NP	0	-	760		FALSE	9	NP	NP	0	-	1203		FALSE	12	NP	NP	0	-	1905										FALSE	6	NP	NP	0	-	738		FALSE	10	NP	NP	0	-	1290		FALSE	12	NP	NP	0	-	1744										
ΕΛΠΙΣ	Sub	TRI2	0	0	0	0	0									FALSE	6	NP	NP	0	-	584		FALSE	10	NP	NP	0	-	1075		FALSE	12	NP	NP	0	-	1600		FALSE	12	NP	NP	0	-	1852		FALSE	6	NP	NP	0	-	551		FALSE	10	NP	NP	0	-	1096		FALSE	12	NP	NP	0	-	1577		FALSE	12	NP	NP	0	-	1815		
狂イ咲ケ焔ノ華	Sub	TRI3	0	0	0	0	0									FALSE	6	NP	NP	0	-	621		FALSE	10	NP	NP	0	-	1269		FALSE	12	NP	NP	0	-	1860										FALSE	6	NP	NP	0	-	656		FALSE	10	NP	NP	0	-	1316		FALSE	12	NP	NP	0	-	1894										
BLUE STRAGGLER	Sub	TRI2	0	0	0	0	0									FALSE	4	NP	NP	0	-	440		FALSE	7	NP	NP	0	-	761		FALSE	10	NP	NP	0	-	1328										FALSE	4	NP	NP	0	-	442		FALSE	8	NP	NP	0	-	843		FALSE	10	NP	NP	0	-	1311										
トリカゴノ鳳凰	Sub	TRI1	0	0	0	0	0									FALSE	6	NP	NP	0	-	586		FALSE	9	NP	NP	0	-	1057		FALSE	12	NP	NP	0	-	1932										FALSE	6	NP	NP	0	-	579		FALSE	9	NP	NP	0	-	1138		FALSE	12	NP	NP	0	-	1709										
キャトられ♥恋はモ～モク	Sub	TRI1	0	0	0	0	0									FALSE	6	NP	NP	0	-	751		FALSE	10	NP	NP	0	-	1359		FALSE	12	NP	NP	0	-	1988										FALSE	6	NP	NP	0	-	795		FALSE	10	NP	NP	0	-	1388		FALSE	12	NP	NP	0	-	2120										
Confiserie	Sub	TRI2	0	0	0	0	0									FALSE	5	NP	NP	0	-	484		FALSE	10	NP	NP	0	-	1097		FALSE	12	NP	NP	0	-	1833										FALSE	5	NP	NP	0	-	509		FALSE	10	NP	NP	0	-	1097		FALSE	12	NP	NP	0	-	1938										
POINT ZERO	Sub	TRI2	0	0	0	0	0									FALSE	4	NP	NP	0	-	370		FALSE	7	NP	NP	0	-	663		FALSE	10	NP	NP	0	-	1068										FALSE	4	NP	NP	0	-	352		FALSE	7	NP	NP	0	-	722		FALSE	10	NP	NP	0	-	1014										
portal	Sub	TRI1	0	0	0	0	0									FALSE	4	NP	NP	0	-	438		FALSE	7	NP	NP	0	-	736		FALSE	10	NP	NP	0	-	1090										FALSE	3	NP	NP	0	-	347		FALSE	7	NP	NP	0	-	686		FALSE	9	NP	NP	0	-	1064										
connective	Sub	TRI2	0	0	0	0	0									FALSE	2	NP	NP	0	-	203		FALSE	6	NP	NP	0	-	564		FALSE	8	NP	NP	0	-	805										FALSE	2	NP	NP	0	-	206		FALSE	6	NP	NP	0	-	569		FALSE	8	NP	NP	0	-	787										
Proof of the existence	Sub	TRI2	0	0	0	0	0									FALSE	6	NP	NP	0	-	603		FALSE	10	NP	NP	0	-	1104		FALSE	12	NP	NP	0	-	1675										FALSE	6	NP	NP	0	-	595		FALSE	10	NP	NP	0	-	1104		FALSE	12	NP	NP	0	-	1524										
Rainbow after snow	Sub	TRI1	0	0	0	0	0									FALSE	4	NP	NP	0	-	370		FALSE	7	NP	NP	0	-	744		FALSE	10	NP	NP	0	-	1090										FALSE	5	NP	NP	0	-	494		FALSE	8	NP	NP	0	-	794		FALSE	10	NP	NP	0	-	1208										
Tp-RZ	Sub	TRI3	0	0	0	0	0									FALSE	5	NP	NP	0	-	439		FALSE	7	NP	NP	0	-	701		FALSE	10	NP	NP	0	-	1136										FALSE	5	NP	NP	0	-	452		FALSE	7	NP	NP	0	-	729		FALSE	10	NP	NP	0	-	1165										
Re:GENERATION	Base	Base	0	0	0	32.805	0	TRUE	1	NP	NP	0	-	122		TRUE	5	NP	NP	0	-	481		TRUE	8	NP	NP	0	-	810		TRUE	10	FC	AAA	2187	2	1145	3.28050000E+001									TRUE	5	NP	NP	0	-	481		TRUE	8	NP	NP	0	-	949		TRUE	11	NP	NP	0	-	1410										
In Heaven	Sub	TRI1	0	0	0	0	0									FALSE	4	NP	NP	0	-	386		FALSE	7	NP	NP	0	-	745		FALSE	9	NP	NP	0	-	1072										FALSE	5	NP	NP	0	-	495		FALSE	7	NP	NP	0	-	754		FALSE	9	NP	NP	0	-	1107										
GRADIUS 2012	Sub	TRI2	0	0	0	0	0									FALSE	5	NP	NP	0	-	465		FALSE	8	NP	NP	0	-	869		FALSE	10	NP	NP	0	-	1380										FALSE	5	NP	NP	0	-	532		FALSE	8	NP	NP	0	-	817		FALSE	11	NP	NP	0	-	1459										
CONCEPTUAL	Sub	TRI2	0	0	0	0	0									FALSE	5	NP	NP	0	-	417		FALSE	7	NP	NP	0	-	689		FALSE	11	NP	NP	0	-	1391										FALSE	5	NP	NP	0	-	437		FALSE	8	NP	NP	0	-	708		FALSE	11	NP	NP	0	-	1412										
龍と少女とデコヒーレンス	Sub	TRI3	0	0	0	0	0									FALSE	5	NP	NP	0	-	427		FALSE	8	NP	NP	0	-	863		FALSE	11	NP	NP	0	-	1515		FALSE	12	NP	NP	0	-	1713		FALSE	5	NP	NP	0	-	440		FALSE	9	NP	NP	0	-	893		FALSE	11	NP	NP	0	-	1387		FALSE	12	NP	NP	0	-	1722		
Elemental Creation	Sub	TRI1	0	0	0	0	0									FALSE	7	NP	NP	0	-	767		FALSE	10	NP	NP	0	-	1248		FALSE	12	NP	NP	0	-	2130										FALSE	8	NP	NP	0	-	828		FALSE	10	NP	NP	0	-	1268		FALSE	12	NP	NP	0	-	2222										
8bit Princess	Sub	TRI2	0	0	0	0	0									FALSE	3	NP	NP	0	-	327		FALSE	6	NP	NP	0	-	690		FALSE	10	NP	NP	0	-	1319										FALSE	3	NP	NP	0	-	343		FALSE	6	NP	NP	0	-	621		FALSE	10	NP	NP	0	-	1355										
下弦の月	Sub	TRI3	0	0	0	0	0									FALSE	5	NP	NP	0	-	477		FALSE	7	NP	NP	0	-	755		FALSE	9	NP	NP	0	-	1000										FALSE	5	NP	NP	0	-	471		FALSE	7	NP	NP	0	-	729		FALSE	9	NP	NP	0	-	984										
New Lights	Sub	TRI3	0	0	0	0	0									FALSE	6	NP	NP	0	-	531		FALSE	9	NP	NP	0	-	929		FALSE	10	NP	NP	0	-	1250										FALSE	6	NP	NP	0	-	686		FALSE	9	NP	NP	0	-	945		FALSE	10	NP	NP	0	-	1306										
